"id","icon_id","type","tag","dlc","name_zhocn","name_jpnjp","name_engus","path"
0,0,0,,,,,,"icons/icon_00000.png"
10,0,0,"GoodsName",,"[ERROR]","[ERROR]","[ERROR]","icons/icon_00000.png"
11,0,0,"GoodsName",,"[ERROR]","[ERROR]","[ERROR]","icons/icon_00000.png"
12,0,0,"GoodsName",,"[ERROR]","[ERROR]馬呼び","[ERROR]","icons/icon_00000.png"
13,0,0,"GoodsName",,"[ERROR]","[ERROR]槍召喚","[ERROR]","icons/icon_00000.png"
14,0,0,"GoodsName",,"[ERROR]","[ERROR]弓召喚","[ERROR]","icons/icon_00000.png"
15,0,0,"GoodsName",,"[ERROR]","[ERROR]盾召喚","[ERROR]","icons/icon_00000.png"
16,0,0,"GoodsName",,"[ERROR]","[ERROR]ユニーク召喚","[ERROR]","icons/icon_00000.png"
20,0,0,"GoodsName",,"[ERROR]","[ERROR]行け","[ERROR]","icons/icon_00000.png"
21,4121,5,"GoodsName",,"[ERROR]","[ERROR]雷撃","[ERROR]",
22,4032,5,"GoodsName",,"[ERROR]","[ERROR]スリープクラウド","[ERROR]",
23,4000,5,"GoodsName",,"[ERROR]","[ERROR]ソウルの矢","[ERROR]",
24,4001,5,"GoodsName",,"[ERROR]","[ERROR]強いソウルの矢","[ERROR]",
25,4004,5,"GoodsName",,"[ERROR]","[ERROR]追尾するソウルの塊","[ERROR]",
26,4006,5,"GoodsName",,"[ERROR]","[ERROR]ソウルの槍","[ERROR]",
27,4015,5,"GoodsName",,"[ERROR]","[ERROR]照らす光","[ERROR]",
28,4065,5,"GoodsName",,"[ERROR]","[ERROR]音送り","[ERROR]",
29,4060,5,"GoodsName",,"[ERROR]","[ERROR]降り注ぐ結晶","[ERROR]",
30,4061,5,"GoodsName",,"[ERROR]","[ERROR]ソウルの大剣","[ERROR]",
31,4015,5,"GoodsName",,"[ERROR]","[ERROR]ターンアンデッド","[ERROR]",
35,4128,5,"GoodsName",,"[ERROR]","[ERROR]竜魔法_防護","[ERROR]",
